claim_id,claim,negative_label,baseline_label,negative_output,baseline_output,negative_evidence_count,baseline_evidence_count,gold_label,agreement,negative_correct,baseline_correct,improvement,degradation
232,"Uttar Pradesh Chief Minister Yogi Adityanath said ‘our job is to save cows, not women.’",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted by the QA pairs. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, the claim originated from a satire website in 2018. The claim is also refuted by the Chief Minister of Uttar Pradesh, Yogi Adityanath. Therefore, the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
233,There has been a 60% drop in government revenue.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the revenue has not dropped by 60% so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the revenue has not dropped by 60% so the claim is refuted.

verdict: 'Refuted'",10,10,Not Enough Evidence,True,False,False,False,False
234,Kamala Harris called Joe Biden Trash.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted by the QA pairs. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted by the QA pairs. According to the QA pairs, Kamala Harris did not call Joe Biden ""trash"". 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
235,"In England You can get a £3,000 fine for not wearing a cloth over your face at the time of this claim.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The maximum fine is £3200 not £3000.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The maximum fine is £3,200 not £3,000.

verdict: 'Refuted'",10,10,Supported,True,False,False,False,False
236,"Covid 19 Will Go Away If You Stop Getting Tested, It's Just The Elderly Dying and People Are Being Intentionally Infected",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, COVID-19 is a virus that can be transmitted from one person to another. The virus can be transmitted from asymptomatic people, which means people who do not show any symptoms of the virus. The virus can also be transmitted from people who are elderly and have underlying health conditions. Therefore, the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, COVID-19 can spread quickly in communities, and the impact of that spread is great. Testing, particularly of asymptomatic and pre-symptomatic individuals, is key to interrupting this spread. The claim also states that COVID-19 will go away if you stop getting tested, it's just the elderly dying, and people are being intentionally infected. However, the QA pairs state that COVID-19 can spread quickly in these communities, and the impact of that spread is great. Testing, particularly of asymptomatic and pre-symptomatic individuals, is key to interrupting this spread. The QA pairs also state that due to COVID-19 being a relatively new and understudied disease, the data available is limited. However, from the cases that emerged, it was observed that comorbidities increase the chances of infection. The QA pairs also state that testing of all people for SARS-CoV-2, including those who have no symptoms, who show symptoms of infection such as trouble breathing, fever, sore throat, or loss of the sense of smell and taste, and who may have been exposed to the virus will help prevent the spread of COVID-19 by identifying people who are in need of care in a timely fashion. The QA pairs also state that miscounting from misdiagnosis or under-reporting of COVID-19-related deaths is avoided. Excess mortality data include ‘collateral damage’ from other health conditions, left untreated if the health system is overwhelmed by COVID-19 cases, or by deliberate actions that prioritise patients with COVID-19 over those with other symptoms. Therefore, the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
237,"The alleged concerns of the United States over Cuba's cooperation, in this case about the ‘More Doctors’ program, are neither legitimate nor pertinent to be discussed at PAHO [Pan American Health Organization].",Not Enough Evidence,Supported,"He also questioned the qualifications of the Cuban doctors and suggested that they should sign individual contracts.

Q11: What are the concerns of the United States over Cuba's cooperation, in this case about the ‘More Doctors’ program, are neither legitimate nor pertinent to be discussed at PAHO [Pan American Health Organization].
A11: The United States’ concerns about Cuba’s cooperation, in this case about the ‘More Doctors’ program, are neither legitimate nor pertinent to be discussed at PAHO [Pan American Health Organization].

Q12: What is the 'More Doctors' program?
A12: The program, called Mais Médicos, was created in 2013 and has placed more than 10,000 foreign doctors in Brazil, mostly in the poorest states in the northeast and in the Amazon.

Q13: What is the relationship between the United States and the 'More Doctors' program?
A13: The United States has been trying to undermine the program, and has even threatened to cut its contributions to the Pan American Health Organization (PAHO), which helps oversee the program.

Q14: What are the concerns of the United States over Cuba's cooperation, in this case about the ‘More Doctors’ program, are neither legitimate nor pertinent to be discussed at PAHO [Pan American Health Organization].
A14: The United States’ concerns about Cuba’s cooperation, in this case about the ‘More Doctors’ program, are neither legitimate nor pertinent to be discussed at PAHO [Pan American Health Organization].

Q15: What are the concerns of the United States over Cuba's cooperation, in this case about the ‘More Doctors’ program, are neither legitimate nor pertinent to be discussed at PAHO [Pan American Health Organization].
A15: The United States’ concerns about Cuba’s cooperation, in this case about the ‘More Doctors’ program, are neither legitimate nor pertinent to be discussed at PAHO [Pan American Health Organization].

Q16: What is the 'More Doctors' program?
A16: The program, called Mais Médicos, was created in 2013 and has placed more than 10,000 foreign doctors in Brazil, mostly in the poorest states in the northeast and in the Amazon.

Q17: What is the relationship between the United States and the 'More Doctors' program?
A17: The United States has been trying to undermine the program, and has even threatened to cut its contributions to the Pan American Health Organization (PAHO), which helps oversee the program.

Q18: What are the concerns of the United States over Cuba","<|start_header_id|>assistant<|end_header_id|>

justification: The United States has concerns about the cooperation between Cuba and the Pan American Health Organization (PAHO) in the ""More Doctors"" program. The United States has also protested the policy as a form of poaching that undermines Cuba's health system and hinders new cooperation between the United States and Cuba.

verdict: 'Supported'",10,10,Not Enough Evidence,False,True,False,False,True
238,The number of police decline when National Party leader Judith Collins’ was police minister.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The number of police officers increased overall by 688 during Judith Collins’ stints as police minister. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The number of police officers increased overall by 688 during Judith Collins’ stints as police minister. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
239,"Judith Collins, the National Party leader stated that New Zealand was using more coal to generate electricity because of the oil and gas exploration ban.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that New Zealand is not using more coal to generate electricity so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the ban on oil and gas exploration has not led to an increase in coal consumption so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
240,Democratic presidential nominee Joe Biden received the questions for the first presidential debate in advance.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that Biden did not receive the questions in advance, but that Trumps campaign did release a list of questions that they wanted Biden to answer during the debate.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that the Biden campaign did not receive the questions in advance, but the Biden campaign did ask for the format of the debate to be explained.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
241,President Joe Biden is abusing the prescription drug Adderall.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: There is no evidence that President Joe Biden is using Adderall.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: There is no evidence that President Joe Biden is using Adderall.

verdict: 'Refuted'",10,10,Not Enough Evidence,True,False,False,False,False
242,"U.S. Centers for Disease Control and Prevention downgrades COVID-19, rating it less fatal than seasonal flu",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the covid-19 is more fatal than the flu so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the CDC did not down grade covid-19 as is claimed, so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
243,Eating millets will protect you from Coronavirus.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: There is no evidence that eating millets can prevent COVID-19.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: There is no evidence that eating millets will protect you from Coronavirus.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
244,Claims that there were links between Trumps 2016 election campaign and Russia were part of a hoax that Hilary Clinton was behind.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that there were links between Trumps 2016 election campaign and Russia so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The investigation was started after the FBI received a tip about potential coordination between the Trump campaign and the Russian government.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
245,Potential voter fraud in the 2020 U.S Presidential Election is caused by mail-in ballots being sent to a mans  deceased parents in Mercer County in New Jersey.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that there was no evidence of voter fraud in the county in the claim.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that the man in the claim did not receive a ballot in the mail for his parents as they were deceased, and that the county in the claim did not have any issues with ballots being sent to the wrong people.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
246,A “new virus” disease called Novel Bunya V!rus that is caused by ticks is diagnosed as severe fever with thrombocytopenia syndrome (SFTS) is spreading in China.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the virus is not new and has been around since 2009 so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the virus is not new and has been known about since 2011 so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
247,There is more chance of an asteroid hitting Earth on 02/11/2020 than dying from COVID-19.,Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The 1st Q&A pair states that the chances of an asteroid hitting earth on the date in the claim is 1 in 240 which is higher than the chances of dying from covid which is 1 in 6500 so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The 1st Q&A pair states that there is a 1 in 600 chance of an asteroid hitting earth on the date in the claim, which is much higher than the 1 in 2777 chance of death from covid as claimed, but the 3rd Q&A pair state that the asteroid in the claim has no chance of hitting earth on the date in the claim so this refutes the claim.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
248,Sadiq Khan faked getting the flu jab as the plastic cap was still on the needle.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the cap was not on the needle so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the photo was doctored and that the vaccination was real so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
249,AARP endorsed President Biden and gave financial support to planned parenthood.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that AARP is a nonpartisan organisation and does not endorse political candidates or parties. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: AARP is a nonpartisan organization that does not make contributions to campaigns or political parties and does not endorse candidates.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
250,"Indian legendary singer Sripathi Panditaradhyula Balasubrahmanyam's family asked the Tamil Nadu government for help to pay the hospital bills after his death, but it was  Vice President Venkaiah Naidu's daughter who stepped in.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the family did not ask for help so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the family did not ask for help so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
251,FAcebook meme shows real stats on Black v White Violence and Police shootings,Not Enough Evidence,Refuted,"The study also used the 2017 Uniform Crime Reporting (UCR) data, which is the most recent data available from the FBI at the time of the study. The study did not include nonfatal shootings, as the data is not comprehensive.

Q11: What does the study show in relation to the claim that the rate of Black people being killed by the police is the same as White people?
A11: The study found that the rate of Black people being killed by the police is 3.5 times higher than that of White people. The study also found that the rate of Black people being killed by the police is 6.6 times higher than that of Hispanic people. The study did not include nonfatal shootings, as the data is not comprehensive. The study used combined data on fatal police shootings of victims not known to be armed from January 1, 2013 through June 30, 2017, obtained from the Mapping Police Violence Project database, the most reliable source of data on police shootings. The study also used the 2017 Uniform Crime Reporting (UCR) data, which is the most recent data available from the FBI at the time of the study. The study did not include nonfatal shootings, as the data is not comprehensive. The study found that the rate of Black people being killed by the police is 3.5 times higher than that of White people. The study also found that the rate of Black people being killed by the police is 6.6 times higher than that of Hispanic people. The study did not include nonfatal shootings, as the data is not comprehensive. The study used combined data on fatal police shootings of victims not known to be armed from January 1, 2013 through June 30, 2017, obtained from the Mapping Police Violence Project database, the most reliable source of data on police shootings. The study also used the 2017 Uniform Crime Reporting (UCR) data, which is the most recent data available from the FBI at the time of the study. The study did not include nonfatal shootings, as the data is not comprehensive. The study found that the rate of Black people being killed by the police is 3.5 times higher than that of White people. The study also found that the rate of Black people being killed by the police is 6.6 times higher than that of Hispanic people. The study did not include nonfatal shootings, as the data is not comprehensive. The study used combined data on fatal police shootings of victims","<|start_header_id|>assistant<|end_header_id|>

justification: The 2nd and 3rd Q&A pair show that the numbers are not correct in the claim so it is refuted.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
252,"New Zealand opposition leader Judith Collins is opposed to new environmental legislation because of her connection to Oravida, a local water and dairy company that exports produce to China.",Supported,Not Enough Evidence,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Judith Collins was accused of a conflict of interest with Oravida bosses - a company where her husband was a director - and a Chinese official.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Judith Collins has a connection to Oravida but it does not show that she is opposed to new environmental legislation because of her connection to Oravida.

verdict: 'Not Enough Evidence'",10,10,Refuted,False,False,False,False,False
253,The Nigerian government is donating $600 million to Democratic presidential nominee Joe Biden’s campaign.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that it is illegal for a foreign government to donate to a presidential campaign in the US and that the claim is fake news.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, the Nigerian government has not donated to Biden's campaign. The claim is also fake. Therefore, the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
254,Olive Garden prohibits its employees from wearing face masks depicting the American flag.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the policy was not in place so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the policy was not in place so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
255,"Amy Coney Barrett has a written track record, disagreeing adamantly with the U.S. Supreme Court’s decision to uphold the Affordable Care Act.",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Amy Coney Barrett has a written track record of disagreeing with the U.S. Supreme Court’s decision upholding the Affordable Care Act.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Amy Coney Barrett has a written track record of disagreeing with the U.S. Supreme Court’s decision upholding the Affordable Care Act.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
256,A child died in Germany from wearing a mask.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to a spokesperson from the hospital, the statement was not authored by its doctors; as of May 20, 2020, advisories from global health organisations have not characterised COVID-19 as a disease that is AIDS and SARS combined.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to a spokesperson from the hospital, the statement was not authored by its doctors; as of May 20, 2020, advisories from global health organisations have not characterised COVID-19 as a disease that is AIDS and SARS combined.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
257,A Maryland man was sentenced to a year in jail for throwing parties.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the man was sentenced to a year in jail for throwing parties so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the man was sentenced to a year in jail for throwing parties so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
258,A Supreme Court nominee has never been nominated and installed while a presidential election is already underway.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that a supreme court nominee has been confirmed in the past in a presidential election year, so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that there have been many times that a supreme court nominee has been confirmed in a presidential election year so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
259,Govt of India is providing money to bereaved families of COVID-19 - Insurance benefits for Covid-19 deaths can be claimed under the schemes of PMJJBY and PMSBY.,Conflicting Evidence/Cherrypicking,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The PMJJBY does cover COVID-19 deaths, but only under certain conditions. The PMSBY does not cover COVID-19 deaths.

verdict: 'Conflicting Evidence/Cherrypicking'","<|start_header_id|>assistant<|end_header_id|>

justification: The PMSBY does not cover COVID-19 deaths. It is an accident insurance scheme ‘offering accidental death and disability cover for death or disability on account of an accident’.

verdict: 'Refuted'",10,10,Conflicting Evidence/Cherrypicking,False,True,False,False,True
260,"Jo Biden the U.S Democratic Presidential nominee calls Donald Trump supporters the ""dregs of society"".",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Biden did not call Trump supporters the dregs of society so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Biden did not call Trump supporters the dregs of society so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
261,Distance between Gandhi and Green thread can determine if Rs 500 note is genuine or fake,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the position of the security thread is not a reliable way to tell if a note is fake or not so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the placement of the security thread is not relevant to the authenticity of the note so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
262,Nigeria performed poorly in Sustainable Development Goals (SDGs) in the past five years.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that Nigeria has ranked poorly in the past 5 years in the SDG's and also that they have not met the targets for the reduction of mortality.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Nigeria has not done well in the past 5 years so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
263,"No news coverage was given to US President Donald Trump's executive order on September 24, 2020 guaranteed health coverage protections for those with preexisting conditions.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the executive order was not a guarantee of health coverage protections for those with pre-existing conditions so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the executive order did not guarantee health coverage protections for those with pre-existing conditions so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
264,Donald Trump has not appoointed any black federal judges.,Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that Donald Trump has not appointed any black federal judges, which is correct.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that Trump has appointed a few black judges so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
265,A mail-in ballot application for voting in the US presidential election which was sent to a deceased grandfather in the State of New Mexico is evidence of potential widespread voter fraud via mail-in ballots.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that voter fraud is rare and not a problem in the US, so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the claim is not true and that the mail in ballots are safe and secure.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
266,Raveer Singh requested Narcotics Control Bureau (NCB) to let him join anxiety-prone Actor Deepika Padukone during drug interrogation.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The NCB has confirmed that no such request was made.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The NCB has confirmed that no such request was made.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
267,Pennsylvania ballots will be rejected without outer and inner envelopes.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that the ballot must be in both envelopes to be counted, and that if it is not then it will be rejected.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that the ballot must be in both envelopes to be counted, and that if it is not then it will be rejected.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
268,"US President Donald Trump's executive order on September 24, 2020 legally ensures health coverage protections for those with pre existing medical conditions.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the executive order does not guarantee health coverage protections for those with pre-existing medical conditions so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the executive order does not guarantee health coverage protections for those with pre-existing medical conditions.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
269,"Sunil Gavaskar said that ""Virat Kohli has only trained against Anushka [Sharma]'s balls during the lockdown""",Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Gavaskar was talking about a video of the couple playing cricket and not that Virat had only trained against Anushka's bowling.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Gavaskar did say the quote so the claim is supported.

verdict: 'Supported'",10,10,Conflicting Evidence/Cherrypicking,False,False,False,False,False
270,"House Speaker Nancy Pelosi said of US employers, “Employers cutting hours is a good thing. It then gives that person time to pursue their dreams and passions.”",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Pelosi did not say this so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Pelosi did not say this so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
271,False Facebook posts claim Philippine vice president demanded multi-billion dollar budget for her office in 2021,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The budget was lower than the previous year. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The budget was lower than the previous year. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
272,The State of Massachusetts committed voter fraud by deleting over one million ballot images during the 2020 Presidential Election.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the claim is refuted as there was no evidence of voter fraud in the 2020 presidential election in Massachusetts.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that there was no evidence of voter fraud in the 2020 presidential election in Massachusetts. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
273,"George Soros connected to U-Haul operated by antifa activists distributed “shields, weapons & black bloc” to protesters in Louisville, Ky.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: There is no evidence that George Soros connected to U-Haul operated by antifa activists distributed “shields, weapons & black bloc” to protesters in Louisville, Ky.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: There is no evidence that George Soros or the Open Society Foundations had contributed to any organization that financed street protests in Minneapolis.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
274,Adani Logistics Limited has established a food silo in the aftermath of the three farm and agriculture-related bills passing Parliament.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the silo was built many years before the claim date so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the silo was built before the bills were passed so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
275,"Shah Rukh Khan's Kolkata Knight Riders (KKR) is acquiring a 1.28 per cent stake in Reliance Retail at Rs 5,500 crore",Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that KKR are acquiring a 1.28% stake in Reliance Retail so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the KKR is acquiring a stake in Reliance Retail but not Shah Rukh Khan's Kolkata Knight Riders (KKR).

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
276,"Due to coronavirus schools and colleges have been closed and because of this, the education of students has been affected. The government is providing free laptops to all the students so that they can complete their education and also give exams with the help of the internet",Conflicting Evidence/Cherrypicking,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the government is providing laptops to students to help with their education during the pandemic but there are issues with the digital divide and not all students have access to the laptops or the internet to use them.

verdict: 'Conflicting Evidence/Cherrypicking'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the laptops are not reaching all students and that there are not enough laptops for all students so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
277,New York City Mayor Bill de Blasio officially ordered all police and citizens to stop sharing the booking photo of his daughter caught up during rioting,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The 10th Q&A pair states that the police union did share the photo of the daughters arrest as claimed, so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The 10th Q&A pair states that the police union did share the photo of the mayors daughter as claimed, so the claim is supported.

verdict: 'Supported'",10,10,Refuted,True,False,False,False,False
278,The Victorian Premier Daniel Andrews of the state of Victoria in Australia accepted a multi-million dollar bribe from the IMF conditional on Andrews locking down the state of Victoria unnecessarily during the COVID-19 pandemic.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the quote was not said by Daniel Andrews so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the premier did not accept a bribe so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
279,Premier Daniel Andrews of the state of Victoria in Australia borrowed money from the IMF and now is in default.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The IMF does not directly lend to states, but to the federal government of a country. The state of Victoria in Australia is not directly responsible for repaying any borrowed funds from the IMF. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The IMF does not lend to states, only countries. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
280,False positives and rapid tests put the rate of infection near zero and that there will be no second wave of infections,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that there will be a second wave of infections so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that false positives and false negatives are a problem with covid testing and so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
281,Americans advised to reconsider travel to Ghana due to COVID-19.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The CDC has issued a Level 3 Travel Health Notice for Ghana due to COVID-19.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The CDC has issued a Level 3 Travel Health Notice for Ghana due to COVID-19.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
282,Premier Daniel Andrews of the state of Victoria in Australia sold the rights to water to China.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the water is not sold to China but a plan to manage the water resources in the Murray-Darling Basin is complex and involves close cooperation and collaboration between the Australian Government, the governments of South Australia, Victoria, New South Wales, Queensland and the Australian Capital Territory (ACT), as well as other state and basin-wide authorities.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the water was not sold to China so the claim is refuted.

verdict: 'Refuted'",10,10,Not Enough Evidence,True,False,False,False,False
