claim_id,claim,positive_label,baseline_label,positive_output,baseline_output,positive_evidence_count,baseline_evidence_count,gold_label,agreement,positive_correct,baseline_correct,improvement,degradation
257,A Maryland man was sentenced to a year in jail for throwing parties.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The man was sentenced to a year in jail for throwing parties.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the man was sentenced to a year in jail for throwing parties so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
258,A Supreme Court nominee has never been nominated and installed while a presidential election is already underway.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that there have been many times when a supreme court nominee has been confirmed during a presidential election year so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that there have been many times that a supreme court nominee has been confirmed in a presidential election year so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
259,Govt of India is providing money to bereaved families of COVID-19 - Insurance benefits for Covid-19 deaths can be claimed under the schemes of PMJJBY and PMSBY.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The scheme is only applicable to people between the ages of 18-55 who have voluntarily signed up for the scheme that was launched in 2015.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The PMSBY does not cover COVID-19 deaths. It is an accident insurance scheme ‘offering accidental death and disability cover for death or disability on account of an accident’.

verdict: 'Refuted'",10,10,Conflicting Evidence/Cherrypicking,True,False,False,False,False
260,"Jo Biden the U.S Democratic Presidential nominee calls Donald Trump supporters the ""dregs of society"".",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Biden did not call Trump supporters the dregs of society so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Biden did not call Trump supporters the dregs of society so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
261,Distance between Gandhi and Green thread can determine if Rs 500 note is genuine or fake,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the position of the security thread is not a reliable way to tell if a note is fake or not so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the placement of the security thread is not relevant to the authenticity of the note so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
262,Nigeria performed poorly in Sustainable Development Goals (SDGs) in the past five years.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Nigeria has performed poorly in the past 5 years in the SDGs so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Nigeria has not done well in the past 5 years so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
263,"No news coverage was given to US President Donald Trump's executive order on September 24, 2020 guaranteed health coverage protections for those with preexisting conditions.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the executive order was about protecting people with pre-existing conditions so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the executive order did not guarantee health coverage protections for those with pre-existing conditions so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
264,Donald Trump has not appoointed any black federal judges.,Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that Trump has appointed only one black federal judge so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that Trump has appointed a few black judges so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
265,A mail-in ballot application for voting in the US presidential election which was sent to a deceased grandfather in the State of New Mexico is evidence of potential widespread voter fraud via mail-in ballots.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the mail in ballot system is secure and fraud is rare so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the claim is not true and that the mail in ballots are safe and secure.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
266,Raveer Singh requested Narcotics Control Bureau (NCB) to let him join anxiety-prone Actor Deepika Padukone during drug interrogation.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The NCB has denied that Ranveer Singh requested to be present during Deepika Padukone's interrogation.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The NCB has confirmed that no such request was made.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
267,Pennsylvania ballots will be rejected without outer and inner envelopes.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the ballot would be rejected if it did not have the inner envelope so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that the ballot must be in both envelopes to be counted, and that if it is not then it will be rejected.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
268,"US President Donald Trump's executive order on September 24, 2020 legally ensures health coverage protections for those with pre existing medical conditions.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the executive order does not guarantee health coverage protections for those with pre-existing medical conditions so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the executive order does not guarantee health coverage protections for those with pre-existing medical conditions.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
269,"Sunil Gavaskar said that ""Virat Kohli has only trained against Anushka [Sharma]'s balls during the lockdown""",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The claim is supported by the QA pairs. 

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Gavaskar did say the quote so the claim is supported.

verdict: 'Supported'",10,10,Conflicting Evidence/Cherrypicking,True,False,False,False,False
270,"House Speaker Nancy Pelosi said of US employers, “Employers cutting hours is a good thing. It then gives that person time to pursue their dreams and passions.”",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Pelosi did not say this so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Pelosi did not say this so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
271,False Facebook posts claim Philippine vice president demanded multi-billion dollar budget for her office in 2021,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The budget was lower than the previous year. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The budget was lower than the previous year. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
272,The State of Massachusetts committed voter fraud by deleting over one million ballot images during the 2020 Presidential Election.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that the ballot images were not deleted but rather a tabulation inaccuracy occurred.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that there was no evidence of voter fraud in the 2020 presidential election in Massachusetts. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
273,"George Soros connected to U-Haul operated by antifa activists distributed “shields, weapons & black bloc” to protesters in Louisville, Ky.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: There is no evidence that Soros or the foundation had given any grants to organizations that funded and organized ""the chaos"" in Minneapolis. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: There is no evidence that George Soros or the Open Society Foundations had contributed to any organization that financed street protests in Minneapolis.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
274,Adani Logistics Limited has established a food silo in the aftermath of the three farm and agriculture-related bills passing Parliament.,Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The company has established a food silo in India.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the silo was built before the bills were passed so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
275,"Shah Rukh Khan's Kolkata Knight Riders (KKR) is acquiring a 1.28 per cent stake in Reliance Retail at Rs 5,500 crore",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that KKR are investing in Reliance Retail but not acquiring a stake in the company so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the KKR is acquiring a stake in Reliance Retail but not Shah Rukh Khan's Kolkata Knight Riders (KKR).

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
276,"Due to coronavirus schools and colleges have been closed and because of this, the education of students has been affected. The government is providing free laptops to all the students so that they can complete their education and also give exams with the help of the internet",Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the government is providing laptops to students to help them with their education during the pandemic so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the laptops are not reaching all students and that there are not enough laptops for all students so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
277,New York City Mayor Bill de Blasio officially ordered all police and citizens to stop sharing the booking photo of his daughter caught up during rioting,Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Mayor did not officially order the police and citizens to stop sharing the booking photo of his daughter. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The 10th Q&A pair states that the police union did share the photo of the mayors daughter as claimed, so the claim is supported.

verdict: 'Supported'",10,10,Refuted,False,True,False,False,True
278,The Victorian Premier Daniel Andrews of the state of Victoria in Australia accepted a multi-million dollar bribe from the IMF conditional on Andrews locking down the state of Victoria unnecessarily during the COVID-19 pandemic.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, the quote in the claim was taken from a satirical article. The Victorian government also confirmed that the quote was not made by the Premier. Therefore, the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the premier did not accept a bribe so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
279,Premier Daniel Andrews of the state of Victoria in Australia borrowed money from the IMF and now is in default.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The IMF does not lend to states, only countries. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The IMF does not lend to states, only countries. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
280,False positives and rapid tests put the rate of infection near zero and that there will be no second wave of infections,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that false positives are a problem with covid testing and so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that false positives and false negatives are a problem with covid testing and so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
281,Americans advised to reconsider travel to Ghana due to COVID-19.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The CDC has issued a Level 3 Travel Health Notice for Ghana due to COVID-19.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The CDC has issued a Level 3 Travel Health Notice for Ghana due to COVID-19.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
282,Premier Daniel Andrews of the state of Victoria in Australia sold the rights to water to China.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the water was not sold to China so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the water was not sold to China so the claim is refuted.

verdict: 'Refuted'",10,10,Not Enough Evidence,True,False,False,False,False
283,Transitioning to 100 per cent renewable electricity generation increase power prices in New Zealand,Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the prices are going to increase but it is not a bad thing as it is a good thing for the environment so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the prices are going to increase so the claim is supported.

verdict: 'Supported'",10,10,Refuted,False,True,False,False,True
284,Former US vice-president Joe Biden is showing pretty severe signs of dementia.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Biden has not been tested for dementia and that he has a stutter so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Biden has had a stutter and is in good physical condition so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
285,California Governor Gavin Newsom made it so that convicted sexual predators have lighter sentences.,Refuted,Conflicting Evidence/Cherrypicking,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the law was not about reducing sentences but about the circumstances of when a sex offender would be put on the register and the circumstances of the crime.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the law was changed but it was to do with the judges having more flexibility and not that the sentences were made lighter.

verdict: 'Conflicting Evidence/Cherrypicking'",10,10,Refuted,False,True,False,False,True
286,U.S. Supreme Court Justice Ruth Bader Ginsburg is the first woman in American history to lie in state at the U.S. Capitol.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Justice Ruth Bader Ginsburg was the first woman in American history to lie in state at the U.S. Capitol so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Justice Ruth Bader Ginsburg was the first woman to lie in state at the U.S. Capitol.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
287,"Judge Amy Barret said ""gays have a right to be discriminated against because they are against Gods wishes and won't be allowed Heaven""",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the judge did not say the quote so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the judge did not say the quote so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
288,Black Lives Matter wants to destroy the nuclear family.,Conflicting Evidence/Cherrypicking,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that the Black Lives Matter movement does want to disrupt the nuclear family, but not destroy it as is claimed.

verdict: 'Conflicting Evidence/Cherrypicking'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that they do not want to destroy the nuclear family but want to support each other as extended families and ‘villages’ that collectively care for one another, especially our children, to the degree that mothers, parents, and children are comfortable.

verdict: 'Refuted'",10,10,Conflicting Evidence/Cherrypicking,False,True,False,False,True
289,"Fact Check: WHO has not approved home remedy for COVID-19, don’t fall for misinformation",Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The World Health Organization has a page on false COVID-19 ""cures,"" which lists lemon and turmeric as unproven cures for COVID-19.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The WHO has not approved any home remedy for COVID-19.

verdict: 'Supported'",10,10,Supported,False,False,True,True,False
290,Basketball superstar Michael Jordan is joining NASCAR as a team owner.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: Michael Jordan is not joining NASCAR as a team owner but he is partnering with Denny Hamlin to form a NASCAR team with Bubba Wallace as the driver.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Michael Jordan is not joining NASCAR as a team owner but is partnering with Denny Hamlin to start a new NASCAR Cup Series team.

verdict: 'Refuted'",10,10,Supported,True,False,False,False,False
291,"Ruth Bader Ginsburg waged an ""active campaign"" to repeal the Mann Act and to lower the age of consent for sex",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that she was not advocating for a lower age of consent so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Ruth Bader Ginsburg did not want to lower the age of consent so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
292,30% to 40% of Americans will have voted by Oct. 1. 2020,Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the amount of people voting early is increasing and that it is more popular with some groups of people than others. 

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the amount of people who voted early was higher than the amount in the claim so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
293,The recently deceased US Supreme Court Justice Ruth Bader Ginsburg was known for her gruelling fitness regime.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The evidence shows that Justice Ruth Bader Ginsburg has a rigorous fitness routine that she follows twice a week. 

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Ruth Bader Ginsburg did have a fitness regime so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
294,The Trump campaign only asked that Biden to release his list of potential Supreme Court nominees after Justice Ruth Bader Ginsburg passed away.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Trump campaign asked Biden to release his list of potential Supreme Court nominees before Justice Ruth Bader Ginsburg's passing.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Trump campaign asked Biden to release his list of potential Supreme Court nominees before Justice Ruth Bader Ginsburg's death.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
295,Trump campaign asked Joe Biden to release a list of potential Supreme Court picks only after Ginsburg’s passing,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Trump campaign asked Biden to release a list of potential Supreme Court picks before Ginsburg’s passing.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Trump campaign did ask Biden to release a list of potential Supreme Court picks before Ginsburg’s death.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
296,The family or Justine Damond received a $55 million settlement after she was gunned down by a Minneapolis police officer.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The family of Justine Damond received $20 million in the settlement. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The family received $20 million not $55 million.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
297,Flu shot is 2.4x more deadly than Covid-19.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The flu shot does not cause the flu, and it is more effective than getting the flu in boosting immunity. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The flu vaccine is not 2.4x more deadly than Covid-19. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
298,MPs are not following workplace Covid guidance by wearing masks.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the MPs are wearing masks so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, the WHO recommends that people should wear face masks during the pandemic, as well as adhering to social distancing guidelines and washing their hands regularly. The QA pairs also state that some MPs have begun wearing masks and using hand sanitiser. Therefore, the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
299,You could text RBG to 50409 to sign a petition to tell your senator not to replace Ruth Bader Ginsberg in the Supreme court until after the 2020 election,Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, the number 50409 is for signing a petition to tell your senator not to replace Ruth Bader Ginsberg in the Supreme court until after the 2020 election. However, the number 50409 is for signing a petition to tell your senator to pass the ERA (Equal Rights Amendment). Therefore, the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The claim is supported by the QA pairs. 

verdict: 'Supported'",10,10,Supported,False,False,True,True,False
300,A man died in police custody after a 19th September 2020 anti-lockdown protest in London.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the man did not die in police custody so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that a man did not die in police custody after a protest in London on the 19th September 2020.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
301,Melissa Francis is married to Wray Thorn.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Melissa Francis is married to Wray Thorn so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that Melissa Francis is married to Wray Thorn and have been since 1997.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
302,Two Sigma Investments is owned by George Soros.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the company is not owned by George Soros so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that George Soros is not the owner of Two Sigma Investments so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
303,There is a double standard in how Senate Republicans handled the confirmations for Obama's and Trump's high court picks.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the senate did not even hold a hearing for Obama's nominee so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the senate did not hold a hearing for Obama's nominee so the claim is supported.

verdict: 'Supported'",10,10,Conflicting Evidence/Cherrypicking,True,False,False,False,False
304,Zimbabwe recorded its first coronavirus Infection before 20 February 2020.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The first case of COVID-19 in Zimbabwe was confirmed on 20 March 2020.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The first confirmed case of COVID-19 in Zimbabwe was on 20 March 2020.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
305,"Photo Showing the remains of Vladimir Komarov, a man who fell from space, in 1967.",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the man in the photo is Vladimir Komarov and he fell from space so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the man in the photo is Vladimir Komarov and he fell from space so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
306,Brucellosis is caused by a new virus from China.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The evidence shows that the bacteria is a bacterium not a virus.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the disease is caused by bacteria not a virus so the claim is refuted.

verdict: 'Refuted'",10,10,Conflicting Evidence/Cherrypicking,True,False,False,False,False
307,Ruth Bader Ginsburg was nominated and confirmed 43 days before an election.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the time between the nomination and the confirmation was 42 days so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Ruth Bader Ginsburg was confirmed 43 days before an election so the claim is supported.

verdict: 'Supported'",10,10,Refuted,True,False,False,False,False
308,Sightway Capital is owned by Two Sigma Investments.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the company is owned by Two Sigma investments so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the company is a subsidiary of Two Sigma so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
309,"US Supreme Court Justice, Ruth Bader Ginsburg, fought cancer for decades before she passed away in September 2020.",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Justice Ruth Bader Ginsburg had cancer more than once so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Justice Ruth Bader Ginsburg had cancer more than once so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
310,Wray Thorn is managing director of Sightway Capital.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Wray Thorn is not the managing director of Sightway Capital.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: Q&A 1 shows that the company in the claim does not offer investment advice and so the claim is refuted.

verdict: 'Refuted'",10,10,Supported,True,False,False,False,False
311,"Supreme Court Justice Ruth Bader Ginsburg said, “Pedophilia is good for the children.”",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the quote is fake and so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the quote is not correct so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
312,John Cammo was the only one to predict that President Trump would be infected with Covid-19.,Not Enough Evidence,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The claim is not based on a credible source. 

verdict: 'Not Enough Evidence'","<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, President Trump downplayed the threat of COVID-19, and did not predict that he would be infected with the virus. Therefore, the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
313,"English Playwright William Shakespeare’s plays are the work of Amelia Bassano, a black woman who died unpublished and in poverty.",Not Enough Evidence,Not Enough Evidence,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that there is a theory that Amelia Bassano wrote the plays but there is no evidence to support this claim.

verdict: 'Not Enough Evidence'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that Amelia Bassano was a black woman and that she may have written the plays of William Shakespeare but there is no evidence to support this claim.

verdict: 'Not Enough Evidence'",10,10,Refuted,True,False,False,False,False
314,The passing of Ruth Bader Ginsburg will have a profound effect on the future of the Supreme Court of America.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the death of Ruth Bader Ginsburg will have a profound effect on the future of the Supreme Court of America.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the passing of Ruth Bader Ginsburg will have a profound effect on the future of the Supreme Court of America.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
315,The fastest Supreme Court justice ever confirmed in the U.S. was 47 days.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the fastest was 42 days so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the fastest was 42 days so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
316,Canada would like to reopen the border with the U.S,Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the border is closed and will be extended so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the border is not going to be opened so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
317,Turkish-backed armed groups did not commit human rights violations in the Syrian conflict,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the Turkish-backed armed groups have committed human rights violations so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that there have been human rights violations by the Turkish-backed armed groups so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
318,Joe Biden would be the first person without an Ivy League degree to be elected president.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that Joe Biden would not be the first president without an Ivy League degree as several presidents in the country's history did not receive a college degree at all.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: Joe Biden would not be the first president without an Ivy League degree, as several presidents in the country's history did not receive a college degree at all.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
319,Nigeria is the leading producer of cassava in Africa and the world.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that Nigeria is the largest producer of cassava in the world so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that Nigeria is the leading producer of cassava in Africa and the world.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
